language,license,rightsHolder,datasetID,institutionCode,datasetName,taxonID,acceptedNameUsageID,originalNameUsageID,scientificName,acceptedNameUsage,originalNameUsage,kingdom,phylum,class,order,family,genus,nomenclaturalCode,taxonomicStatus
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:60a3a25b297ca7696e8aff8e81af724b,alien-mollusca-checklist:taxon:31bfed6d48cc5308c53149150572d92f,alien-mollusca-checklist:taxon:aca33f8f043fb852ad308a0eefd1c5c8,"Xerophila acuta var. cochleolina Monterosato, 1892","Cochlicella acuta (O.F. Müller, 1774)","Helix acuta O.F. Müller, 1774",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cochlicella A. Férussac, 1821",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:d593c0961e2e6ef9eef7f4a037a98856,alien-mollusca-checklist:taxon:31bfed6d48cc5308c53149150572d92f,alien-mollusca-checklist:taxon:aca33f8f043fb852ad308a0eefd1c5c8,"Turbo fasciatus Pennant, 1777","Cochlicella acuta (O.F. Müller, 1774)","Helix acuta O.F. Müller, 1774",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cochlicella A. Férussac, 1821",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:1bd2edbe9fc22ebe07dee6b7e3ba8e40,alien-mollusca-checklist:taxon:31bfed6d48cc5308c53149150572d92f,alien-mollusca-checklist:taxon:aca33f8f043fb852ad308a0eefd1c5c8,"Xerophila acuta var. macella Monterosato, 1892","Cochlicella acuta (O.F. Müller, 1774)","Helix acuta O.F. Müller, 1774",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cochlicella A. Férussac, 1821",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:a0ffac3d66cca8b4dd94861fc43aba93,alien-mollusca-checklist:taxon:31bfed6d48cc5308c53149150572d92f,alien-mollusca-checklist:taxon:aca33f8f043fb852ad308a0eefd1c5c8,"Cochlicella meridionalis Risso, 1826","Cochlicella acuta (O.F. Müller, 1774)","Helix acuta O.F. Müller, 1774",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cochlicella A. Férussac, 1821",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:60455f1c8d946b1c3d3e9d942171fcaa,alien-mollusca-checklist:taxon:31bfed6d48cc5308c53149150572d92f,alien-mollusca-checklist:taxon:aca33f8f043fb852ad308a0eefd1c5c8,"Xerophila actua var. pratensis Monterosato, 1892","Cochlicella acuta (O.F. Müller, 1774)","Helix acuta O.F. Müller, 1774",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cochlicella A. Férussac, 1821",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:8bd896fcb2b22a79dcd70a6d2dc83e1d,alien-mollusca-checklist:taxon:31bfed6d48cc5308c53149150572d92f,alien-mollusca-checklist:taxon:aca33f8f043fb852ad308a0eefd1c5c8,"Xerophila acuta var. procerula Monterosato, 1892","Cochlicella acuta (O.F. Müller, 1774)","Helix acuta O.F. Müller, 1774",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cochlicella A. Férussac, 1821",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:0e1c73351db09bf83ba0de6aecb384b8,alien-mollusca-checklist:taxon:31bfed6d48cc5308c53149150572d92f,alien-mollusca-checklist:taxon:aca33f8f043fb852ad308a0eefd1c5c8,"Cochlicella turricula Risso, 1826","Cochlicella acuta (O.F. Müller, 1774)","Helix acuta O.F. Müller, 1774",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cochlicella A. Férussac, 1821",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:01fd8c3288f1fa8772363c2b7a714208,alien-mollusca-checklist:taxon:31bfed6d48cc5308c53149150572d92f,alien-mollusca-checklist:taxon:aca33f8f043fb852ad308a0eefd1c5c8,"Longaeva turrita Menke, 1828","Cochlicella acuta (O.F. Müller, 1774)","Helix acuta O.F. Müller, 1774",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cochlicella A. Férussac, 1821",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:a29a993f930d37ddc72f4915a3226195,alien-mollusca-checklist:taxon:701157f0c3a45dbe4d3d191963c7cf23,alien-mollusca-checklist:taxon:a29a993f930d37ddc72f4915a3226195,"Helix barbara Linnaeus, 1758","Cochlicella barbara (Linnaeus, 1758)","Helix barbara Linnaeus, 1758",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cochlicella A. Férussac, 1821",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:e59f5fa2531f566253c4cb20bb9cae8b,alien-mollusca-checklist:taxon:701157f0c3a45dbe4d3d191963c7cf23,alien-mollusca-checklist:taxon:a29a993f930d37ddc72f4915a3226195,"Helix bulimoides Moquin-Tandon, 1855","Cochlicella barbara (Linnaeus, 1758)","Helix barbara Linnaeus, 1758",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cochlicella A. Férussac, 1821",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:a7db03812cde69456cf636538addbc31,alien-mollusca-checklist:taxon:701157f0c3a45dbe4d3d191963c7cf23,alien-mollusca-checklist:taxon:a29a993f930d37ddc72f4915a3226195,"Bulimus ventricosus Draparnaud, 1801","Cochlicella barbara (Linnaeus, 1758)","Helix barbara Linnaeus, 1758",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cochlicella A. Férussac, 1821",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:6d4d55c7b40ac543dd58bc5f11a9f83b,alien-mollusca-checklist:taxon:701157f0c3a45dbe4d3d191963c7cf23,alien-mollusca-checklist:taxon:a29a993f930d37ddc72f4915a3226195,"Helix ventrosus A. Férussac, 1821","Cochlicella barbara (Linnaeus, 1758)","Helix barbara Linnaeus, 1758",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cochlicella A. Férussac, 1821",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:9a97672f3156e21acf23d558692fbf4e,alien-mollusca-checklist:taxon:353c0266dc7029202c18efb638310977,alien-mollusca-checklist:taxon:9a97672f3156e21acf23d558692fbf4e,"Helix septemspiralis Razoumowsky, 1789","Cochlostoma septemspirale (Razoumowsky, 1789)","Helix septemspiralis Razoumowsky, 1789",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Architaenioglossa Haller, 1890","Megalostomatidae W.T. Blanford, 1864","Cochlostoma Jan, 1830",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:6aa47b2d79e0d3826cebd7e5172571ba,alien-mollusca-checklist:taxon:353c0266dc7029202c18efb638310977,alien-mollusca-checklist:taxon:9a97672f3156e21acf23d558692fbf4e,"Pomatias agardhi Pini, 1885","Cochlostoma septemspirale (Razoumowsky, 1789)","Helix septemspiralis Razoumowsky, 1789",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Architaenioglossa Haller, 1890","Megalostomatidae W.T. Blanford, 1864","Cochlostoma Jan, 1830",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:b170656b49e42352643f1de126ffda51,alien-mollusca-checklist:taxon:353c0266dc7029202c18efb638310977,alien-mollusca-checklist:taxon:9a97672f3156e21acf23d558692fbf4e,"Pomatias septemspirale var. gardensis Pini, 1885","Cochlostoma septemspirale (Razoumowsky, 1789)","Helix septemspiralis Razoumowsky, 1789",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Architaenioglossa Haller, 1890","Megalostomatidae W.T. Blanford, 1864","Cochlostoma Jan, 1830",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:853239f5736f3c47d951b2010f023388,alien-mollusca-checklist:taxon:353c0266dc7029202c18efb638310977,alien-mollusca-checklist:taxon:9a97672f3156e21acf23d558692fbf4e,"Pomatias intermedius Pini, 1885","Cochlostoma septemspirale (Razoumowsky, 1789)","Helix septemspiralis Razoumowsky, 1789",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Architaenioglossa Haller, 1890","Megalostomatidae W.T. Blanford, 1864","Cochlostoma Jan, 1830",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:ac4a2f376534e0fc7046c4218140c04c,alien-mollusca-checklist:taxon:353c0266dc7029202c18efb638310977,alien-mollusca-checklist:taxon:9a97672f3156e21acf23d558692fbf4e,"Cyclostoma maculatum Draparnaud, 1805","Cochlostoma septemspirale (Razoumowsky, 1789)","Helix septemspiralis Razoumowsky, 1789",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Architaenioglossa Haller, 1890","Megalostomatidae W.T. Blanford, 1864","Cochlostoma Jan, 1830",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:55611e71b358a30158c61810ad802435,alien-mollusca-checklist:taxon:353c0266dc7029202c18efb638310977,alien-mollusca-checklist:taxon:9a97672f3156e21acf23d558692fbf4e,,"Cochlostoma septemspirale (Razoumowsky, 1789)","Helix septemspiralis Razoumowsky, 1789",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Architaenioglossa Haller, 1890","Megalostomatidae W.T. Blanford, 1864","Cochlostoma Jan, 1830",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:d6ca57779dd2fc5d794c1776397c2c65,alien-mollusca-checklist:taxon:cb51ce8d7440a98fd5847634375aac26,,"Deroceras meridionale Reygrobellet, 1963","Deroceras invadens Reise, Hutchinson, Schunack & Schlitt, 2011",,Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Agriolimacidae H. Wagner, 1935","Deroceras Rafinesque, 1820",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:b3725781d353b8b986735b4672dba0f1,alien-mollusca-checklist:taxon:990a911308ec72c8725e3c3d76486de2,alien-mollusca-checklist:taxon:b3725781d353b8b986735b4672dba0f1,"Helix folliculum Schröter, 1784","Ferussacia folliculum (Schröter, 1784)","Helix folliculum Schröter, 1784",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Ferussaciidae Bourguignat, 1883","Ferussacia Risso, 1826",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:b74b116137dad9906b9af3bdc063317e,alien-mollusca-checklist:taxon:990a911308ec72c8725e3c3d76486de2,alien-mollusca-checklist:taxon:b3725781d353b8b986735b4672dba0f1,"Ferussacia folliculus var. denarensis De Gregorio, 1896","Ferussacia folliculum (Schröter, 1784)","Helix folliculum Schröter, 1784",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Ferussaciidae Bourguignat, 1883","Ferussacia Risso, 1826",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:6bb6d99cbeb9c78d2744a6e26de9a760,alien-mollusca-checklist:taxon:990a911308ec72c8725e3c3d76486de2,alien-mollusca-checklist:taxon:b3725781d353b8b986735b4672dba0f1,"Ferussacia folliculus var. elongata Monterosato, 1892","Ferussacia folliculum (Schröter, 1784)","Helix folliculum Schröter, 1784",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Ferussaciidae Bourguignat, 1883","Ferussacia Risso, 1826",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:8b0bb5c3e64429c4d4daa9a22e108215,alien-mollusca-checklist:taxon:990a911308ec72c8725e3c3d76486de2,alien-mollusca-checklist:taxon:b3725781d353b8b986735b4672dba0f1,"Ferussacia follicula Schröter, 1784 (erroneous spelling not used by Schröter, but used in about 30% of papers)","Ferussacia folliculum (Schröter, 1784)","Helix folliculum Schröter, 1784",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Ferussaciidae Bourguignat, 1883","Ferussacia Risso, 1826",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:53354c7b7af8750d22d03d4c9ce1c817,alien-mollusca-checklist:taxon:990a911308ec72c8725e3c3d76486de2,alien-mollusca-checklist:taxon:b3725781d353b8b986735b4672dba0f1,"Ferussacia folliculus Schröter, 1784 (erroneous spelling not used by Schröter, but used in about 70% of papers)","Ferussacia folliculum (Schröter, 1784)","Helix folliculum Schröter, 1784",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Ferussaciidae Bourguignat, 1883","Ferussacia Risso, 1826",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:cbc2b253ca31fa68fce186651fac8cf5,alien-mollusca-checklist:taxon:990a911308ec72c8725e3c3d76486de2,alien-mollusca-checklist:taxon:b3725781d353b8b986735b4672dba0f1,"Ferussacia gronoviana Risso, 1826","Ferussacia folliculum (Schröter, 1784)","Helix folliculum Schröter, 1784",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Ferussaciidae Bourguignat, 1883","Ferussacia Risso, 1826",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:a3725dd2b538fc5a9340131798ab6542,alien-mollusca-checklist:taxon:990a911308ec72c8725e3c3d76486de2,alien-mollusca-checklist:taxon:b3725781d353b8b986735b4672dba0f1,"Ferussacia vescoi var. lanceolata Bourguignat, 1864","Ferussacia folliculum (Schröter, 1784)","Helix folliculum Schröter, 1784",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Ferussaciidae Bourguignat, 1883","Ferussacia Risso, 1826",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:043337267e983d9f125f133d64b37d76,alien-mollusca-checklist:taxon:990a911308ec72c8725e3c3d76486de2,alien-mollusca-checklist:taxon:b3725781d353b8b986735b4672dba0f1,"Achatina nebrodensis Benoit, 1862","Ferussacia folliculum (Schröter, 1784)","Helix folliculum Schröter, 1784",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Ferussaciidae Bourguignat, 1883","Ferussacia Risso, 1826",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:70af6110c0f70305f8b6d2479ba67a45,alien-mollusca-checklist:taxon:990a911308ec72c8725e3c3d76486de2,alien-mollusca-checklist:taxon:b3725781d353b8b986735b4672dba0f1,"Ferussacia regularis Bourguignat, 1860","Ferussacia folliculum (Schröter, 1784)","Helix folliculum Schröter, 1784",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Ferussaciidae Bourguignat, 1883","Ferussacia Risso, 1826",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:0f51ed2c2c46f67836a5c30e05a285b1,alien-mollusca-checklist:taxon:990a911308ec72c8725e3c3d76486de2,alien-mollusca-checklist:taxon:b3725781d353b8b986735b4672dba0f1,"Cionella reissi Mousson, 1872","Ferussacia folliculum (Schröter, 1784)","Helix folliculum Schröter, 1784",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Ferussaciidae Bourguignat, 1883","Ferussacia Risso, 1826",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:597f2913e4689afb1be59545791b735e,alien-mollusca-checklist:taxon:990a911308ec72c8725e3c3d76486de2,alien-mollusca-checklist:taxon:b3725781d353b8b986735b4672dba0f1,"Ferussacia vescoi Bourguignat, 1856","Ferussacia folliculum (Schröter, 1784)","Helix folliculum Schröter, 1784",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Ferussaciidae Bourguignat, 1883","Ferussacia Risso, 1826",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:d45dab6f379712a5c57806a785d2c55a,alien-mollusca-checklist:taxon:990a911308ec72c8725e3c3d76486de2,alien-mollusca-checklist:taxon:b3725781d353b8b986735b4672dba0f1,"Lovea wollastoni R.B. Watson, 1877","Ferussacia folliculum (Schröter, 1784)","Helix folliculum Schröter, 1784",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Ferussaciidae Bourguignat, 1883","Ferussacia Risso, 1826",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:7f6a08c4dd50404d1fb8902e21064e87,alien-mollusca-checklist:taxon:15cecbd918aaca69abacd3ea6743b250,alien-mollusca-checklist:taxon:7f6a08c4dd50404d1fb8902e21064e87,"Helix sororcula Benoit, 1859","Gittenbergia sororcula (Benoit, 1859)","Helix sororcula Benoit, 1859",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Valloniidae Morse, 1864","Gittenbergia Giusti, Castagnolo & Manganelli, 1985",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:bbbb7f3444a590c86ca63b79f44f4cc0,alien-mollusca-checklist:taxon:15cecbd918aaca69abacd3ea6743b250,alien-mollusca-checklist:taxon:7f6a08c4dd50404d1fb8902e21064e87,"Helix aranea L. Pfeiffer, 1870","Gittenbergia sororcula (Benoit, 1859)","Helix sororcula Benoit, 1859",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Valloniidae Morse, 1864","Gittenbergia Giusti, Castagnolo & Manganelli, 1985",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:6f3a8553649fa34e2aba4c3a5f3716c0,alien-mollusca-checklist:taxon:15cecbd918aaca69abacd3ea6743b250,alien-mollusca-checklist:taxon:7f6a08c4dd50404d1fb8902e21064e87,"Vallonia astoma O. Boettger, 1909","Gittenbergia sororcula (Benoit, 1859)","Helix sororcula Benoit, 1859",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Valloniidae Morse, 1864","Gittenbergia Giusti, Castagnolo & Manganelli, 1985",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:756ae5551b58bae870e675562ea849c1,alien-mollusca-checklist:taxon:15cecbd918aaca69abacd3ea6743b250,alien-mollusca-checklist:taxon:7f6a08c4dd50404d1fb8902e21064e87,"Helix pollinensis Westerlund, 1890","Gittenbergia sororcula (Benoit, 1859)","Helix sororcula Benoit, 1859",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Valloniidae Morse, 1864","Gittenbergia Giusti, Castagnolo & Manganelli, 1985",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:4b541125e0225de0dcd7b3860329b5ec,alien-mollusca-checklist:taxon:f495dc25a44c6c3a0a310e23e15f71d5,alien-mollusca-checklist:taxon:4b541125e0225de0dcd7b3860329b5ec,"Helix cinctella Draparnaud, 1801","Hygromia cinctella (Draparnaud, 1801)","Helix cinctella Draparnaud, 1801",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Hygromiidae Tryon, 1866","Hygromia Risso, 1826",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:bb3ffc3a4b346b4c04c3e58b042ee583,alien-mollusca-checklist:taxon:f495dc25a44c6c3a0a310e23e15f71d5,alien-mollusca-checklist:taxon:4b541125e0225de0dcd7b3860329b5ec,"Helix chelydea Westerlund, 1889","Hygromia cinctella (Draparnaud, 1801)","Helix cinctella Draparnaud, 1801",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Hygromiidae Tryon, 1866","Hygromia Risso, 1826",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:86ce4204f0246d42bc15711fd50ede13,alien-mollusca-checklist:taxon:f495dc25a44c6c3a0a310e23e15f71d5,alien-mollusca-checklist:taxon:4b541125e0225de0dcd7b3860329b5ec,"Helix ecarinata Paulucci, 1878","Hygromia cinctella (Draparnaud, 1801)","Helix cinctella Draparnaud, 1801",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Hygromiidae Tryon, 1866","Hygromia Risso, 1826",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:338fa21575437b5717e6bacd2d4af9c2,alien-mollusca-checklist:taxon:f495dc25a44c6c3a0a310e23e15f71d5,alien-mollusca-checklist:taxon:4b541125e0225de0dcd7b3860329b5ec,"Helix interrupta Bonelli, 1872","Hygromia cinctella (Draparnaud, 1801)","Helix cinctella Draparnaud, 1801",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Hygromiidae Tryon, 1866","Hygromia Risso, 1826",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:978f0e7844558d749556f4e2a645b165,alien-mollusca-checklist:taxon:1960a04b83f2f90a2de8f9c955575049,alien-mollusca-checklist:taxon:978f0e7844558d749556f4e2a645b165,"Helix vermiculata O.F. Müller, 1774","Massylaea vermiculata (O.F. Müller, 1774)","Helix vermiculata O.F. Müller, 1774",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Helicidae Rafinesque, 1815","Massylaea Möllendorff, 1898",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:38e791bea3308be3beca5c9ac719c6cb,alien-mollusca-checklist:taxon:1960a04b83f2f90a2de8f9c955575049,alien-mollusca-checklist:taxon:978f0e7844558d749556f4e2a645b165,"Helix concolor De Cristofori & Jan, 1832","Massylaea vermiculata (O.F. Müller, 1774)","Helix vermiculata O.F. Müller, 1774",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Helicidae Rafinesque, 1815","Massylaea Möllendorff, 1898",ICZN,synonym
